client_id,clnt_tenure_yr,clnt_age,gendr,Variation
1956823,8,36,U,Control
1956921,28,54,F,Control
1957156,20,72,F,Control
1957227,10,40,M,Test
1957382,10,57,F,Test
1957491,5,27,U,Control
1957546,15,42,F,Test
1957726,12,39,M,Control
1958136,17,70,M,Control
1958144,10,35,M,Test
1958549,26,69,F,Test
1958734,14,64,M,Test
1958853,4,40,U,Control
1958941,23,46,F,Test
1959844,8,58,F,Control
1960031,5,43,U,Control
1960131,6,69,U,Test
1960366,16,56,F,Control
1960597,3,23,U,Test
1960601,16,41,F,Test
1960752,10,45,F,Test
1960766,13,35,F,Test
1960844,10,55,F,Control
1961042,21,33,F,Control
1961214,17,49,M,Test
1961944,5,48,M,Control
1962359,12,38,F,Control
1962381,21,29,M,Test
1962563,13,28,F,Test
1962746,5,51,M,Test
1962774,21,58,F,Test
1962811,8,29,U,Test
1963096,15,59,M,Test
1963145,5,31,U,Control
1963327,8,62,F,Test
1963382,5,21,M,Control
1963436,21,72,M,Control
1963440,14,38,M,Control
1963605,6,27,M,Control
1963936,11,45,M,Control
1963938,18,50,F,Test
1963998,8,38,F,Test
1964178,19,55,M,Control
1964381,6,56,F,Control
1964866,5,21,U,Test
1965358,12,51,F,Test
1965643,11,30,F,Control
1965795,8,67,F,Test
1965826,7,53,U,Control
1965939,15,49,M,Test
1966484,5,35,U,Control
1966588,4,31,U,Test
1966658,6,64,U,Test
1966795,7,29,U,Test
1967086,6,53,U,Control
1967307,16,62,F,Control
1967377,7,58,U,Test
1967574,5,43,U,Test
1967589,8,63,F,Test
1967815,6,38,U,Control
1967874,9,50,M,Test
1969160,15,65,M,Control
1969164,18,54,F,Test
1969515,15,54,M,Control
1969582,11,59,M,Test
1969696,4,26,U,Control
1969872,6,56,U,Control
1969889,16,42,M,Control
1970262,5,46,U,Control
1970759,5,31,U,Control
1970830,4,42,F,Control
1971060,13,42,F,Control
1971148,13,29,F,Test
1971289,15,50,M,Test
1971298,4,60,U,Control
1971383,9,32,M,Control
1972099,5,29,U,Test
1972168,14,31,F,Test
1972520,12,42,M,Test
1972749,15,60,M,Test
1972780,14,31,M,Test
1972845,6,52,F,Control
1972896,16,56,M,Test
1972962,12,29,M,Test
1973052,16,47,F,Test
1973111,5,65,U,Test
1973142,14,26,M,Test
1973304,4,63,U,Test
1973917,8,33,M,Control
1973922,14,58,F,Test
1973973,15,19,U,Test
1973989,5,48,M,Test
1974241,13,68,F,Test
1974302,13,37,M,Test
1974478,9,80,M,Test
1974550,5,26,U,Test
1974569,5,63,F,Control
1974610,20,22,F,Test
1974728,6,24,U,Test
1974935,7,57,U,Control
1975168,15,35,M,Control
1975414,19,56,M,Control
1975444,6,54,U,Control
1975499,11,72,F,Test
1975521,21,63,M,Control
1975637,18,69,M,Test
1975649,20,51,U,Control
1975904,30,73,M,Control
1976026,5,56,M,Control
1976107,15,46,F,Test
1976268,5,23,U,Control
1976723,18,63,F,Test
1976863,14,36,F,Test
1976918,5,22,U,Control
1977246,13,57,F,Test
1977277,7,56,U,Control
1977311,15,76,F,Test
1977502,20,62,U,Test
1978068,8,49,U,Test
1978167,15,52,F,Control
1978274,14,73,F,Test
1978521,9,27,M,Test
1978655,21,61,U,Control
1978704,13,62,F,Test
1979382,4,56,U,Control
1979389,7,71,U,Control
1979629,25,52,F,Test
1979816,6,44,U,Control
1979830,10,53,M,Test
1980210,5,67,M,Test
1980260,10,70,F,Test
1980473,19,55,F,Test
1980498,29,75,M,Test
1980712,8,27,F,Test
1981053,21,22,U,Test
1981098,17,66,F,Control
1981568,12,60,M,Test
1981739,5,55,F,Test
1981903,6,58,U,Test
1981941,22,27,U,Control
1982004,6,45,U,Test
1982033,15,70,F,Test
1982276,7,45,U,Control
1982424,22,19,M,Test
1982746,15,50,M,Test
1982805,21,50,M,Control
1982824,13,33,F,Control
1982897,18,41,M,Test
1983087,27,82,F,Test
1983217,5,49,U,Test
1983300,9,32,F,Test
1983405,9,61,F,Control
1983489,9,67,F,Test
1983898,6,63,U,Control
1984039,4,48,U,Control
1984136,27,70,M,Control
1984213,6,70,M,Test
1984672,7,31,U,Control
1985549,21,49,M,Test
1985555,8,34,U,Control
1986076,10,49,M,Test
1986539,4,25,U,Control
1986592,14,29,F,Control
1986643,22,51,M,Control
1987005,20,42,F,Test
1987034,11,56,F,Control
1987287,5,31,U,Test
1987491,15,72,F,Test
1988002,8,37,U,Control
1988246,14,54,F,Test
1988758,6,36,F,Test
1988797,12,68,F,Test
1988961,17,47,M,Control
1989030,5,51,U,Control
1989042,5,62,U,Test
1989165,9,51,F,Control
1989878,22,73,M,Test
1990150,21,60,F,Test
1990597,29,59,M,Test
1990671,6,30,U,Test
1990675,9,58,F,Control
1990708,5,61,M,Control
1990754,11,54,M,Control
1990964,15,50,F,Control
1991261,16,45,M,Control
1991344,17,60,M,Control
1991360,6,34,U,Test
1991503,22,19,M,Test
1991753,6,33,U,Control
1991959,8,48,F,Control
1991963,16,47,M,Control
1992392,6,64,U,Test
1992455,6,26,U,Test
1992490,4,54,U,Control
1992563,4,31,U,Test
1993088,23,61,M,Test
1993598,8,22,U,Test
1993746,22,64,M,Control
1993765,26,61,M,Control
1993788,12,63,F,Control
1993843,13,64,M,Test
1993947,8,59,U,Control
1994353,14,60,F,Control
1994638,5,60,U,Test
1994826,15,23,M,Control
1994865,6,21,U,Control
1995060,15,35,M,Control
1995384,10,38,M,Control
1995844,9,29,F,Test
1996537,7,72,U,Test
1996689,19,53,F,Control
1997339,5,74,U,Test
1997374,5,32,U,Test
1997443,9,26,M,Control
1997445,14,81,F,Control
1998232,15,54,M,Test
1998408,10,47,F,Control
1998440,21,47,F,Test
1998506,22,55,F,Test
1998730,8,39,M,Test
1999245,12,35,F,Control
1999924,4,38,U,Test
1999950,12,25,M,Test
1999991,21,61,F,Test
2000080,14,33,M,Test
2000088,10,34,M,Test
2000151,21,38,F,Test
2000326,5,24,U,Control
2000413,4,66,U,Control
2000438,7,42,U,Control
2000476,15,52,U,Control
2000786,25,68,F,Control
2001063,10,35,U,Control
2001068,5,32,U,Control
2001185,22,57,M,Control
2001189,33,64,U,Control
2001275,5,19,U,Control
2001533,31,70,M,Test
2001599,10,31,F,Test
2001658,9,38,M,Control
2001821,12,70,M,Control
2001996,22,72,F,Control
2002054,10,32,F,Control
2002150,15,68,M,Test
2002384,15,74,F,Test
2002497,7,30,U,Control
2002895,7,65,U,Test
2003112,6,19,U,Test
2003283,12,65,F,Control
2003392,12,30,M,Control
2003412,14,41,M,Test
2004209,5,48,U,Control
2004961,21,40,F,Test
2004994,17,66,M,Test
2005018,5,23,M,Control
2005283,4,31,U,Test
2005396,8,47,U,Test
2005476,20,67,M,Test
2005777,6,20,U,Test
2006078,12,66,F,Test
2006271,7,69,U,Control
2006296,9,34,F,Test
2006518,15,63,M,Control
2006522,21,31,F,Control
2006721,7,66,U,Test
2006770,9,66,M,Control
2006775,16,57,M,Test
2007508,7,56,U,Test
2007632,12,67,M,Control
2007654,15,26,F,Test
2007660,12,31,F,Test
2007964,7,52,U,Test
2008126,15,59,M,Control
2008196,28,65,M,Control
2008219,22,81,M,Control
2008244,5,52,U,Control
2008364,7,32,U,Control
2008545,13,34,F,Test
2008582,4,29,M,Test
2008597,10,32,U,Control
2009302,7,62,U,Control
2009543,5,64,U,Test
2009732,6,36,U,Test
2010054,10,70,M,Control
2010239,21,62,F,Control
2010335,12,59,M,Test
2010364,9,34,M,Test
2010554,19,65,M,Test
2010561,19,40,M,Control
2010706,23,28,M,Control
2010755,14,65,M,Test
2010851,12,56,M,Control
2010876,13,27,U,Test
2011557,9,32,F,Control
2011573,5,79,F,Control
2011854,16,58,M,Control
2012155,10,65,M,Test
2012466,12,53,F,Test
2012634,12,57,F,Control
2012679,14,43,F,Test
2012963,15,58,F,Test
2013019,5,31,F,Test
2013566,7,21,U,Control
2013589,22,41,M,Control
2013826,14,45,M,Test
2013867,13,51,F,Control
2013905,7,21,F,Control
2014286,20,83,F,Control
2014480,8,28,M,Test
2014514,7,59,U,Control
2014659,9,24,M,Test
2014716,10,30,F,Test
2014783,21,44,M,Control
2015049,16,36,M,Test
2015091,4,26,U,Control
2015094,19,58,M,Control
2015180,20,72,F,Test
2015197,7,70,U,Control
2015570,7,49,F,Control
2015629,15,50,F,Test
2016166,6,30,U,Control
2016325,15,36,M,Test
2016479,7,31,U,Control
2016678,9,29,F,Test
2016715,24,74,M,Test
2016971,30,69,M,Control
2017198,22,47,F,Control
2017693,15,47,M,Test
2018953,9,35,M,Test
2019076,6,32,U,Control
2019581,7,63,U,Test
2019649,3,30,U,Test
2019893,21,52,F,Test
2019950,19,48,F,Test
2020418,14,51,M,Control
2020501,12,45,M,Control
2020919,13,42,M,Test
2020936,5,61,U,Test
2020972,4,44,U,Test
2021214,18,44,F,Control
2021249,25,71,F,Test
2021417,7,46,U,Test
2021664,16,47,M,Test
2022026,12,30,F,Control
2023072,15,55,M,Control
2023168,11,47,M,Control
2023345,30,63,F,Control
2023674,10,65,M,Test
2023843,17,35,M,Test
2023853,15,48,F,Control
2024110,5,40,U,Test
2024442,16,63,F,Test
2024546,15,52,F,Test
2024619,20,35,M,Control
2024626,8,54,M,Test
2024733,16,43,M,Control
2024752,6,47,U,Test
2025041,17,54,M,Test
2025451,3,26,U,Test
2025734,6,38,U,Control
2025761,9,33,M,Control
2025859,7,39,U,Test
2026116,25,56,M,Test
2026269,7,27,M,Control
2026412,16,43,F,Test
2026557,11,50,F,Control
2026560,6,45,U,Control
2026626,5,50,M,Test
2027369,8,48,U,Test
2027427,6,43,F,Control
2027429,4,19,U,Control
2027860,4,26,U,Test
2028340,23,49,F,Test
2028457,15,37,M,Control
2028483,15,59,M,Test
2028518,14,63,F,Control
2028637,11,38,F,Control
2028861,5,34,U,Test
2029059,22,50,F,Control
2029226,12,44,F,Test
2029526,11,33,M,Control
2029683,8,48,F,Test
2029999,13,73,M,Control
2030016,7,46,U,Control
2030263,7,64,U,Test
2030511,17,51,F,Test
2030720,21,62,F,Control
2031358,9,33,M,Test
2031379,18,40,M,Test
2031853,4,65,U,Test
2032061,33,66,M,Test
2032283,12,32,M,Test
2032400,7,61,U,Test
2032495,15,88,M,Control
2032704,11,32,F,Control
2033019,20,49,M,Test
2033133,15,39,M,Control
2033206,7,68,U,Test
2033367,16,63,F,Test
2033411,15,71,M,Control
2033798,14,74,M,Control
2034560,4,52,M,Test
2034717,16,33,F,Test
2034778,5,60,F,Test
2035046,9,42,M,Test
2035055,16,55,M,Test
2035117,6,56,U,Control
2035198,9,35,M,Test
2035789,11,50,F,Control
2035958,7,56,U,Test
2036106,21,41,M,Control
2036184,6,28,U,Control
2036303,11,43,F,Control
2036439,6,59,U,Test
2036502,23,73,F,Control
2036598,6,51,U,Test
2036653,5,56,M,Test
2036689,8,62,U,Test
2036837,10,87,F,Control
2037145,13,58,F,Control
2037181,4,68,U,Control
2037206,13,34,F,Test
2038365,11,58,M,Control
2038553,6,60,U,Control
2038595,7,28,U,Test
2038707,5,26,U,Control
2038721,18,78,M,Test
2038876,6,30,M,Test
2038954,5,44,U,Control
2039024,16,62,U,Control
2039070,7,29,U,Control
2039099,6,50,U,Test
2039364,9,48,U,Control
2039550,7,80,U,Test
2039692,6,47,U,Control
2040428,20,43,F,Control
2040881,4,35,U,Control
2040900,5,40,U,Control
2041260,9,35,F,Test
2041298,10,35,F,Test
2041444,11,50,M,Test
2041578,9,30,F,Test
2041645,28,67,M,Control
2041724,5,34,U,Test
2041757,13,30,F,Control
2041796,16,53,F,Test
2041839,10,33,F,Control
2041875,21,63,F,Control
2041937,20,65,M,Control
2042144,5,23,F,Test
2042907,12,32,F,Test
2043345,15,62,M,Test
2043512,13,33,M,Test
2043815,6,33,U,Test
2043927,9,60,M,Test
2044436,5,29,U,Test
2044540,12,30,F,Control
2044842,3,51,U,Control
2045087,10,62,F,Control
2045101,16,47,F,Test
2045179,16,58,F,Control
2045369,34,62,F,Control
2045712,21,73,F,Test
2046679,10,34,F,Test
2046788,4,57,U,Control
2047077,15,72,F,Test
2047305,15,75,M,Control
2047423,7,50,U,Test
2047755,8,29,U,Control
2047867,7,38,U,Control
2047876,9,71,M,Control
2048027,7,44,U,Test
2048072,20,35,M,Test
2048285,16,68,M,Test
2048347,14,57,F,Test
2048431,4,60,U,Test
2048565,12,72,F,Control
2048937,7,37,U,Test
2048981,11,72,F,Control
2049079,19,61,M,Test
2049385,18,46,M,Test
2049570,22,43,M,Control
2049672,11,53,M,Control
2050197,14,18,F,Test
2050360,8,56,M,Test
2050426,12,52,M,Control
2050489,32,68,F,Control
2050840,12,48,F,Control
2050885,5,47,M,Control
2051216,21,58,M,Control
2052058,16,60,F,Control
2052157,12,36,M,Control
2052207,15,31,F,Test
2052549,6,72,U,Control
2052647,18,32,M,Test
2052733,22,56,M,Control
2052761,12,31,M,Control
2052923,5,22,U,Test
2053174,18,49,M,Test
2053183,21,52,F,Control
2053219,15,58,F,Test
2053248,20,20,M,Control
2053624,7,25,U,Test
2053769,24,65,F,Control
2053795,15,57,M,Control
2053842,12,30,F,Test
2054441,5,42,U,Test
2054719,7,40,M,Control
2054834,27,62,M,Test
2054906,7,22,U,Control
2055031,23,68,F,Test
2055063,22,30,M,Control
2055185,5,51,F,Control
2055307,22,56,F,Control
2055445,8,75,U,Control
2055561,6,50,U,Test
2055802,16,72,M,Test
2056063,7,27,U,Control
2056534,6,32,U,Control
2056567,11,42,M,Control
2056656,6,19,U,Test
2056783,7,33,U,Test
2056799,16,52,F,Test
2056890,7,68,U,Test
2056993,9,36,M,Control
2057277,5,26,U,Control
2057447,20,40,F,Control
2057492,5,61,U,Control
2057594,5,31,U,Test
2057700,13,41,M,Test
2057773,16,77,M,Control
2057801,16,54,F,Test
2057858,15,74,F,Test
2058100,7,25,U,Test
2058253,4,43,M,Test
2058329,13,81,F,Control
2058346,22,21,F,Control
2058776,6,63,U,Test
2058971,13,33,M,Control
2059028,5,48,U,Control
2059033,25,50,F,Control
2059285,14,44,M,Control
2059449,4,25,M,Control
2059749,5,22,U,Test
2059782,13,46,M,Test
2059935,9,59,F,Control
2060068,14,38,F,Test
2060162,3,31,U,Test
2060326,7,32,U,Test
2060349,6,29,U,Test
2061194,6,41,U,Test
2061195,9,57,F,Control
2061256,8,33,F,Test
2061267,7,67,U,Control
2061268,20,70,F,Control
2061471,15,51,F,Control
2061519,10,57,M,Test
2061626,13,57,M,Control
2061668,6,32,U,Control
2061783,26,64,M,Test
2061985,5,66,U,Control
2062199,5,48,U,Control
2062413,4,24,U,Control
2062493,11,61,F,Test
2062515,22,67,F,Test
2062588,12,32,M,Control
2062763,9,31,F,Test
2063057,16,41,F,Control
2063178,7,67,U,Control
2063242,6,49,U,Test
2063428,13,48,F,Control
2063805,10,35,F,Control
2063960,13,61,F,Test
2064271,8,26,U,Test
2064307,33,32,M,Test
2064344,8,69,U,Control
2064675,5,18,U,Test
2065024,7,31,U,Control
2065107,6,61,U,Test
2065266,8,37,U,Test
2065383,19,56,M,Test
2065932,6,37,U,Test
2066508,17,70,M,Control
2066750,15,51,F,Control
2066822,14,71,M,Test
2066863,14,62,U,Control
2067289,14,58,F,Control
2067466,21,67,M,Control
2067509,27,63,F,Test
2067540,8,56,U,Control
2067551,10,38,F,Test
2067617,9,62,M,Control
2068284,20,53,M,Control
2068566,13,71,F,Test
2068892,15,34,F,Control
2068954,4,62,U,Control
2069002,20,71,M,Test
2069251,11,33,M,Control
2069344,6,44,U,Test
2069447,6,25,U,Test
2069824,13,51,F,Control
2070044,6,25,U,Test
2070184,15,49,U,Control
2070352,15,52,M,Test
2070486,22,24,U,Control
2070572,17,41,M,Test
2070948,7,27,U,Control
2071011,5,28,U,Control
2071121,6,26,U,Control
2071719,17,59,F,Control
2071744,8,26,U,Control
2071841,20,82,M,Control
2072025,14,60,M,Test
2072755,9,29,F,Control
2073001,23,62,F,Control
2073037,13,61,U,Test
2073207,9,59,M,Test
2073265,8,61,U,Test
2073658,11,60,M,Control
2074092,16,45,F,Test
2074094,5,25,M,Control
2074688,6,47,F,Control
2074878,25,25,F,Test
2075007,5,33,U,Control
2075145,35,74,M,Test
2075347,12,31,F,Test
2075617,18,60,F,Test
2075655,33,59,M,Test
2076087,2,30,U,Control
2076382,16,54,M,Test
2076943,6,36,U,Test
2077203,10,42,M,Control
2077336,22,72,M,Control
2077441,15,48,M,Test
2077990,24,83,M,Test
2078021,6,40,U,Test
2078407,5,39,U,Control
2078453,6,63,U,Test
2078513,15,31,M,Test
2078711,12,49,F,Control
2079061,5,46,U,Test
2079150,11,71,M,Test
2079191,30,65,F,Test
2079235,6,26,U,Control
2079408,4,51,U,Test
2079440,24,29,F,Test
2079465,4,18,U,Control
2079565,19,71,M,Test
2079676,15,70,M,Test
2080022,14,49,F,Control
2080124,14,27,M,Test
2080265,34,33,F,Control
2080581,16,43,F,Control
2080737,3,31,U,Test
2080835,13,62,M,Test
2081195,4,30,U,Test
2081243,16,75,F,Test
2081422,26,76,M,Test
2081736,4,60,U,Control
2081780,13,31,M,Test
2081914,4,40,U,Test
2082482,8,50,F,Control
2082621,4,62,U,Test
2082753,12,29,U,Test
2082886,9,37,M,Control
2082931,24,83,F,Control
2083525,21,72,F,Test
2083605,9,29,M,Test
2084027,7,30,U,Test
2084279,7,49,M,Test
2084327,5,22,U,Test
2084475,5,37,U,Test
2084512,22,67,M,Control
2084517,14,18,M,Control
2084702,9,33,F,Test
2084978,6,63,U,Control
2085066,7,45,U,Test
2085392,4,33,U,Control
2086391,14,44,F,Test
2086535,22,48,U,Test
2086680,11,64,M,Control
2086854,8,57,U,Control
2087249,8,29,M,Test
2087296,7,43,U,Test
2087391,6,29,U,Test
2088315,7,30,U,Control
2088685,14,61,F,Test
2088806,5,44,U,Test
2088839,4,53,U,Test
2089049,5,49,F,Test
2089071,14,38,F,Control
2089563,6,57,U,Test
2089579,5,45,F,Control
2089991,29,59,M,Control
2090255,14,50,F,Test
2090413,9,52,F,Test
2090428,15,36,M,Control
2090464,7,22,U,Control
2090574,10,33,F,Test
2090939,11,41,F,Control
2091122,5,34,U,Control
2091129,4,23,U,Control
2091430,14,37,M,Control
2091601,5,60,U,Control
2091622,12,48,F,Test
2091731,6,24,U,Control
2091795,4,22,U,Control
2092004,8,36,M,Test
2092141,9,62,M,Test
2092231,16,64,M,Test
2092341,6,29,U,Control
2092570,15,27,F,Control
2092631,9,76,M,Test
2093449,11,25,M,Test
2093746,14,58,M,Test
2094380,10,43,F,Control
2094626,9,53,F,Control
2095043,16,54,F,Control
2095088,23,52,F,Test
2095170,4,22,F,Test
2095187,23,74,M,Control
2095375,5,56,U,Control
2095509,8,46,U,Test
2095719,7,28,U,Control
2095849,13,63,F,Control
2096040,4,32,F,Test
2096453,4,66,U,Test
2096514,14,60,F,Control
2096724,21,60,F,Test
2097144,4,68,F,Test
2097722,11,34,F,Control
2097838,16,66,F,Test
2097904,6,65,F,Test
2097917,4,28,U,Test
2098270,3,57,U,Control
2098439,27,53,M,Control
2098868,15,55,F,Control
2099148,7,23,U,Test
2099826,6,65,U,Test
2100060,14,29,M,Control
2100661,9,57,F,Control
2100717,9,65,M,Control
2100720,7,54,U,Control
2100725,4,22,M,Test
2100966,9,36,F,Control
2100975,4,24,U,Test
2101216,6,23,U,Test
2101232,14,34,F,Test
2101802,8,67,F,Test
2101980,6,53,F,Test
2102012,6,26,U,Control
2102149,5,66,U,Control
2102243,7,49,U,Test
2102280,10,41,F,Control
2102662,4,27,U,Test
2103055,13,28,M,Control
2103586,10,47,F,Control
2103635,5,26,U,Control
2103672,33,68,F,Test
2104284,5,22,U,Control
2104456,5,41,U,Control
2105107,13,42,M,Test
2105198,17,38,M,Test
2105237,4,25,U,Test
2105507,4,30,U,Test
2105851,14,52,M,Test
2105948,6,62,U,Control
2105954,6,60,U,Test
2105966,19,64,F,Control
2106310,5,49,U,Test
2106390,15,42,F,Test
2106701,21,45,M,Control
2107030,20,56,F,Test
2107108,10,25,M,Test
2107396,9,53,M,Test
2107624,14,69,F,Test
2107694,17,49,F,Test
2107816,6,62,U,Control
2107979,7,58,U,Control
2108397,4,48,U,Test
2108565,15,61,F,Test
2108691,9,57,M,Control
2109280,12,69,F,Control
2109282,9,26,M,Test
2109472,22,46,M,Test
2109600,23,56,M,Test
2109862,7,38,U,Test
2110274,19,60,M,Test
2110308,6,33,U,Control
2110321,15,56,F,Test
2110330,13,37,M,Test
2110397,11,30,M,Test
2110629,7,20,M,Test
2110855,15,56,M,Test
2110903,13,62,M,Test
2111172,14,67,M,Test
2111268,7,28,U,Control
2111405,14,53,F,Test
2111468,18,57,M,Control
2111559,5,77,M,Control
2111761,8,60,F,Test
2111947,4,29,U,Test
2112665,11,61,F,Control
2112961,8,26,M,Test
2113091,11,63,F,Control
2113100,14,36,F,Test
2113414,24,58,F,Test
2113565,15,54,M,Control
2113706,7,72,U,Control
2113818,16,61,M,Test
2113915,5,39,U,Test
2114536,16,41,F,Test
2114773,9,37,M,Test
2114888,5,18,U,Control
2114924,7,50,U,Control
2116228,16,39,F,Test
2116239,4,18,U,Test
2116261,14,38,M,Control
2116375,5,63,M,Control
2116486,5,23,U,Test
2116544,7,55,U,Test
2116546,5,48,M,Test
2116988,8,27,M,Test
2117103,7,27,U,Control
2117485,4,28,U,Test
2117618,9,38,M,Test
2117625,9,30,F,Control
2117926,5,61,M,Control
2118101,12,32,M,Test
2118104,6,61,M,Test
2118118,8,25,U,Test
2118215,14,41,M,Test
2118802,5,46,U,Test
2119078,10,60,M,Test
2119531,4,56,U,Test
2120119,23,49,F,Control
2120274,5,64,U,Test
2120319,7,26,U,Test
2120373,6,39,U,Control
2121101,18,57,M,Control
2122069,14,36,M,Control
2122128,31,69,F,Test
2122187,5,67,U,Control
2122247,6,44,U,Control
2122332,17,25,M,Test
2122411,7,22,U,Control
2122586,5,34,U,Control
2122736,10,52,F,Control
2122793,24,68,M,Test
2122912,12,47,F,Control
2123109,7,34,U,Test
2123119,8,65,U,Test
2123832,7,65,U,Test
2123867,10,39,M,Control
2124031,12,60,F,Control
2124042,5,40,U,Test
2124044,4,25,U,Control
2124271,22,48,F,Test
2124322,7,27,U,Test
2124499,5,27,U,Control
2124636,8,46,U,Control
2124664,5,56,U,Control
2124715,18,38,U,Control
2125062,22,47,F,Control
2125162,30,70,M,Test
2125543,4,32,U,Control
2125802,21,67,F,Control
2125871,21,47,F,Test
2126508,16,35,F,Test
2126773,11,53,M,Control
2126911,6,32,U,Test
2127092,19,58,F,Control
2127474,15,60,M,Test
2127772,8,59,M,Test
2128031,5,68,U,Test
2128160,15,61,M,Control
2128476,15,60,F,Test
2128567,13,50,F,Test
2128615,7,25,U,Test
2129008,11,42,F,Control
2129448,5,43,U,Control
2129470,7,39,U,Test
2130150,5,26,U,Test
2130164,5,55,U,Control
2130483,21,70,F,Control
2130538,6,26,U,Test
2130660,20,49,M,Control
2130810,4,53,M,Test
2131015,12,38,F,Test
2131056,6,67,U,Test
2131059,4,45,U,Control
2131405,12,35,M,Control
2131562,18,72,M,Control
2131692,11,32,M,Test
2131961,11,25,M,Test
2132417,4,24,U,Test
2132487,10,33,U,Test
2132534,5,51,U,Control
2132587,17,56,F,Test
2132645,11,41,F,Test
2132736,4,44,U,Test
2133839,9,36,M,Control
2135699,6,55,M,Test
2135962,17,59,F,Control
2135989,16,68,M,Control
2136502,15,35,M,Test
2136669,15,34,M,Test
2136746,6,26,U,Control
2137312,6,26,U,Test
2137495,11,26,F,Control
2138171,14,60,F,Test
2138300,6,31,U,Control
2138383,3,31,M,Test
2138403,6,29,U,Test
2138761,8,80,M,Test
2138772,17,55,F,Test
2139045,21,59,F,Control
2139166,23,59,F,Control
2139307,8,60,F,Test
2139373,15,72,F,Test
2139778,33,65,M,Test
2139967,13,33,M,Test
2140309,13,26,M,Test
2140326,8,26,U,Test
2140639,6,58,U,Test
2141001,8,48,U,Test
2141013,6,40,U,Control
2141244,6,65,M,Test
2141929,15,69,F,Control
2142377,22,60,F,Test
2142404,6,57,U,Control
2142490,27,60,F,Control
2142735,14,55,F,Test
2143122,12,56,F,Control
2143189,5,52,M,Control
2143246,4,25,U,Control
2144039,8,37,F,Test
2144251,15,47,M,Test
2144256,8,53,F,Control
2144401,13,66,F,Control
2144544,6,60,M,Test
2144761,18,65,F,Control
2145029,20,66,F,Test
2145346,4,59,F,Control
2145364,12,63,M,Control
2145511,25,31,U,Control
2145568,18,40,F,Control
2145579,4,34,U,Test
2145707,6,38,U,Control
2145857,21,63,M,Control
2146504,15,66,M,Test
2146627,14,57,M,Control
2146822,15,61,M,Control
2146904,10,55,M,Test
2147061,7,28,U,Control
2147313,8,63,M,Test
2147436,25,62,M,Control
2147522,5,43,U,Control
2147721,15,57,M,Control
2147992,6,31,U,Test
2148448,13,31,M,Control
2148471,6,64,U,Test
2148617,19,69,M,Control
2149205,8,25,M,Control
2149410,10,47,F,Test
2149499,27,69,M,Control
2149777,13,88,F,Test
2150124,15,48,M,Control
2150129,14,67,M,Control
2150650,22,65,F,Test
2151200,6,44,U,Test
2151221,4,34,U,Control
2151672,7,32,U,Test
2151865,8,36,F,Test
2152047,24,54,M,Test
2152611,11,66,M,Control
2152815,23,51,F,Test
2152873,15,49,M,Control
2152887,7,56,U,Control
2153015,9,38,F,Control
2153182,9,28,M,Control
2153656,6,30,M,Control
2154143,7,47,U,Test
2154888,11,74,F,Control
2154918,13,59,F,Control
2154960,18,55,U,Test
2155157,9,50,M,Control
2155192,23,45,M,Test
2155286,6,32,U,Test
2155691,7,43,U,Control
2155749,20,75,F,Test
2155770,3,78,F,Test
2155956,34,57,M,Control
2156083,8,33,M,Control
2156095,12,32,F,Test
2156245,20,48,F,Control
2156246,13,49,F,Control
2156378,5,27,U,Test
2156449,11,38,M,Control
2156661,21,53,F,Test
2157030,5,32,U,Control
2157327,4,26,U,Control
2157524,12,65,F,Test
2158003,28,25,M,Test
2158246,8,52,U,Control
2158358,15,47,M,Test
2158455,22,75,U,Control
2158797,10,29,F,Test
2158801,15,54,M,Test
2158872,10,42,F,Test
2158976,24,45,F,Test
2159101,6,24,U,Test
2159157,12,51,F,Control
2159243,7,45,U,Control
2159443,5,57,M,Test
2159664,15,70,F,Control
2159788,26,38,F,Test
2160088,12,37,F,Control
2160702,15,41,F,Control
2161349,21,53,M,Control
2161378,10,59,M,Control
2161393,22,66,F,Control
2161587,5,31,U,Test
2162184,15,59,F,Control
2162263,6,69,F,Test
2162347,14,64,F,Control
2162418,8,51,U,Test
2162880,6,46,F,Test
2162964,6,33,U,Control
2163213,6,23,M,Test
2163368,5,55,M,Test
2163565,8,70,M,Control
2163599,31,23,M,Control
2163974,6,62,F,Control
2164174,6,69,F,Control
2164924,7,22,U,Control
2165019,15,45,F,Test
2165031,5,57,U,Test
2165259,10,46,M,Control
2165367,6,35,U,Control
2165375,15,43,F,Test
2165615,13,63,M,Test
2165736,6,31,U,Test
2165764,17,49,M,Control
2166089,22,46,M,Control
2166183,4,65,U,Control
2166322,18,69,F,Test
2166417,6,59,U,Test
2166435,13,47,U,Test
2166490,9,64,F,Test
2166964,13,31,M,Control
2167134,9,23,M,Test
2167421,14,34,M,Test
2167470,28,60,F,Control
2167660,16,54,F,Test
2167877,13,42,M,Control
2168025,14,76,M,Test
2168115,13,62,M,Control
2168871,8,56,U,Test
2169058,7,60,U,Test
2169315,7,58,U,Test
2169491,21,54,U,Test
2169613,4,58,U,Control
2169790,5,53,M,Test
2169938,9,54,F,Control
2169990,11,68,M,Control
2170303,6,28,M,Test
2170311,11,30,F,Control
2170526,17,66,F,Test
2170845,13,32,M,Control
2170862,6,58,U,Control
2171087,5,68,M,Control
2171694,5,26,U,Control
2171729,16,39,M,Test
