client_id,variation,process_step,date_time
372662,Test,confirm,"2017-03-29 13:15:17"
372697,Test,step_1,"2017-04-08 19:06:32"
372755,Test,confirm,"2017-03-29 11:13:45"
372780,Test,confirm,"2017-04-12 16:36:13"
373190,Test,confirm,"2017-03-29 12:30:05"
373345,Test,confirm,"2017-04-05 12:15:33"
373361,Test,confirm,"2017-04-19 20:21:23"
373454,Control,confirm,"2017-04-18 15:46:34"
373577,Test,step_2,"2017-04-05 20:01:37"
373892,Control,confirm,"2017-04-10 18:19:02"
374015,Control,step_3,"2017-04-14 10:07:17"
374255,Control,confirm,"2017-04-05 12:25:54"
374585,Test,start,"2017-04-02 08:02:21"
374721,Control,confirm,"2017-04-05 12:54:25"
374896,Control,confirm,"2017-04-07 08:12:41"
374973,Test,start,"2017-04-04 20:15:46"
375176,Test,confirm,"2017-03-29 13:15:39"
375257,Test,start,"2017-03-30 20:05:05"
375418,Control,start,"2017-04-05 11:13:17"
375492,Control,confirm,"2017-03-29 19:56:00"
375504,Test,confirm,"2017-04-18 10:01:05"
375730,Test,step_2,"2017-04-15 18:03:17"
375831,Control,step_2,"2017-04-26 07:54:48"
375834,Control,step_1,"2017-04-07 09:26:34"
377022,Test,start,"2017-04-08 09:11:55"
377380,Test,start,"2017-04-24 17:26:29"
378319,Test,step_3,"2017-04-07 18:59:21"
378530,Control,confirm,"2017-03-29 22:13:41"
378556,Test,confirm,"2017-03-29 11:23:22"
378822,Test,start,"2017-04-10 10:48:16"
379137,Control,confirm,"2017-04-12 11:10:33"
379788,Control,step_1,"2017-04-03 11:19:44"
379863,Test,step_3,"2017-04-09 15:07:02"
380170,Control,confirm,"2017-03-30 21:46:39"
380583,Control,confirm,"2017-04-19 15:14:36"
380857,Control,start,"2017-04-08 08:03:27"
381102,Test,confirm,"2017-03-29 19:50:32"
381123,Control,confirm,"2017-03-31 09:35:48"
381655,Control,confirm,"2017-04-03 14:59:40"
381660,Test,confirm,"2017-04-03 22:47:06"
381711,Control,step_1,"2017-03-23 20:51:38"
381793,Test,confirm,"2017-04-23 12:17:27"
381961,Test,step_3,"2017-04-07 18:11:16"
382202,Test,confirm,"2017-03-31 08:59:13"
382317,Test,step_1,"2017-03-29 22:08:00"
382434,Control,confirm,"2017-04-19 16:13:11"
382734,Control,confirm,"2017-04-06 12:37:03"
382897,Test,confirm,"2017-04-08 16:06:05"
382998,Test,confirm,"2017-04-05 09:55:57"
383009,Test,confirm,"2017-03-29 12:06:52"
383141,Test,confirm,"2017-04-12 21:42:35"
383168,Test,confirm,"2017-03-22 17:52:27"
383674,Test,confirm,"2017-03-29 21:08:15"
384132,Test,step_3,"2017-04-05 12:04:37"
384371,Control,step_3,"2017-03-29 13:50:04"
385095,Test,start,"2017-04-07 11:37:11"
385337,Test,step_1,"2017-04-04 20:24:23"
385456,Test,confirm,"2017-04-04 18:44:01"
385555,Test,start,"2017-04-10 08:49:19"
385623,Control,confirm,"2017-04-06 22:37:57"
385802,Test,confirm,"2017-04-03 20:47:39"
385931,Control,start,"2017-04-09 13:31:15"
386336,Test,confirm,"2017-04-05 18:29:30"
386383,Test,confirm,"2017-04-06 17:37:14"
386570,Control,start,"2017-04-08 22:19:28"
386822,Control,confirm,"2017-03-29 11:36:18"
387056,Control,confirm,"2017-04-05 11:09:48"
387539,Test,confirm,"2017-03-28 19:43:41"
387579,Test,confirm,"2017-04-12 00:24:11"
387835,Control,step_3,"2017-04-29 03:21:05"
387839,Control,step_1,"2017-04-10 14:41:58"
388395,Test,confirm,"2017-04-15 08:53:57"
388801,Test,confirm,"2017-04-06 10:48:22"
389384,Test,confirm,"2017-04-20 19:33:49"
391025,Control,confirm,"2017-04-13 13:26:21"
391209,Test,confirm,"2017-04-03 12:13:33"
391472,Control,confirm,"2017-04-09 20:33:32"
391817,Control,confirm,"2017-04-02 13:01:58"
391821,Test,start,"2017-04-04 21:19:23"
392273,Control,confirm,"2017-04-24 17:32:07"
392725,Test,confirm,"2017-04-09 16:09:53"
392733,Control,step_3,"2017-04-05 12:54:30"
392757,Control,start,"2017-04-15 22:05:12"
393005,Control,confirm,"2017-03-29 15:46:16"
393252,Control,confirm,"2017-04-05 12:56:31"
394110,Test,step_1,"2017-03-29 13:54:06"
394311,Test,step_1,"2017-03-30 21:21:54"
394456,Control,step_3,"2017-03-15 12:53:25"
394458,Test,confirm,"2017-03-29 17:02:41"
394629,Test,confirm,"2017-03-29 13:44:22"
394951,Control,confirm,"2017-04-06 15:49:29"
395074,Test,confirm,"2017-04-13 09:50:32"
395302,Test,start,"2017-04-03 21:51:36"
395610,Control,start,"2017-03-31 01:04:20"
395669,Test,step_2,"2017-04-25 05:43:46"
395960,Test,confirm,"2017-04-05 15:19:30"
395988,Control,confirm,"2017-04-09 00:22:45"
396003,Test,start,"2017-04-19 11:21:23"
396523,Control,confirm,"2017-04-16 10:45:12"
396876,Test,confirm,"2017-04-11 14:39:04"
397150,Test,start,"2017-04-10 21:25:17"
397404,Control,confirm,"2017-04-12 14:10:04"
397574,Control,confirm,"2017-04-19 16:29:40"
398317,Test,confirm,"2017-04-25 12:22:40"
399690,Control,step_1,"2017-04-19 15:17:49"
399694,Test,confirm,"2017-04-05 12:35:38"
399707,Test,start,"2017-04-06 13:57:05"
399780,Test,confirm,"2017-04-02 10:37:25"
400082,Control,confirm,"2017-03-31 21:07:07"
400621,Control,start,"2017-04-09 17:27:34"
400773,Control,start,"2017-04-06 18:06:47"
401147,Test,start,"2017-03-29 14:37:12"
401260,Test,confirm,"2017-04-01 15:40:43"
401723,Test,confirm,"2017-04-08 19:54:31"
401951,Control,start,"2017-03-24 14:53:05"
401964,Test,confirm,"2017-04-19 04:50:53"
402019,Control,start,"2017-04-10 09:30:53"
402340,Test,confirm,"2017-04-10 17:17:46"
402509,Test,confirm,"2017-04-16 19:43:51"
402923,Control,step_3,"2017-03-29 11:34:10"
402984,Test,start,"2017-04-13 10:11:58"
403501,Test,start,"2017-03-31 19:39:28"
403658,Control,step_3,"2017-03-29 14:35:59"
403735,Test,confirm,"2017-04-12 13:02:15"
403921,Control,step_3,"2017-04-07 10:14:13"
404861,Control,confirm,"2017-04-01 14:35:45"
405107,Test,confirm,"2017-04-25 15:18:21"
405451,Test,confirm,"2017-03-30 09:45:19"
405501,Control,start,"2017-04-08 16:10:40"
405565,Control,step_3,"2017-04-22 21:41:45"
406039,Test,step_1,"2017-03-29 16:41:01"
406224,Test,step_1,"2017-03-29 20:08:43"
406265,Test,start,"2017-04-18 14:20:51"
406877,Test,step_3,"2017-04-05 11:13:15"
406992,Control,confirm,"2017-04-02 00:36:47"
407061,Test,step_1,"2017-04-22 09:57:58"
407146,Control,step_1,"2017-03-29 15:44:50"
407327,Control,confirm,"2017-04-12 13:11:26"
407433,Test,confirm,"2017-04-12 13:25:01"
407759,Test,start,"2017-04-11 11:27:57"
407804,Control,step_1,"2017-04-12 15:48:11"
408180,Control,confirm,"2017-04-08 09:37:17"
408266,Test,confirm,"2017-04-03 15:52:10"
408411,Test,step_2,"2017-04-07 18:24:48"
408478,Test,start,"2017-04-24 14:40:50"
408685,Test,confirm,"2017-04-23 14:11:35"
409075,Test,step_1,"2017-03-30 11:55:11"
409332,Test,start,"2017-04-04 13:27:40"
409432,Control,confirm,"2017-04-24 19:36:54"
409450,Control,confirm,"2017-04-05 15:30:52"
409787,Test,confirm,"2017-03-31 07:58:01"
409876,Test,confirm,"2017-04-05 13:03:04"
409953,Control,start,"2017-04-05 10:51:57"
409987,Test,start,"2017-03-29 12:14:23"
410298,Test,confirm,"2017-03-15 16:54:52"
410327,Test,confirm,"2017-04-06 04:07:55"
410421,Test,confirm,"2017-04-15 14:13:16"
410527,Control,confirm,"2017-04-12 12:52:09"
410682,Test,confirm,"2017-03-29 18:03:38"
411442,Test,start,"2017-04-20 16:47:40"
411463,Test,confirm,"2017-04-20 18:21:39"
411480,Control,confirm,"2017-04-15 16:27:55"
412025,Test,start,"2017-04-22 13:03:10"
413157,Control,confirm,"2017-04-12 22:29:13"
413324,Test,start,"2017-03-20 18:25:14"
413993,Control,step_1,"2017-04-24 18:19:32"
414149,Test,confirm,"2017-04-05 12:08:48"
414245,Test,start,"2017-04-04 05:28:40"
414909,Test,confirm,"2017-04-03 16:33:26"
415158,Control,start,"2017-04-05 07:24:37"
415277,Control,confirm,"2017-03-29 19:42:15"
415523,Test,confirm,"2017-04-13 13:55:04"
415987,Test,confirm,"2017-04-16 20:46:29"
416018,Control,start,"2017-03-28 21:45:11"
416346,Test,confirm,"2017-03-29 14:09:21"
416724,Test,confirm,"2017-03-29 16:14:52"
416757,Control,confirm,"2017-04-06 15:08:24"
416876,Control,confirm,"2017-03-29 16:44:55"
417113,Test,start,"2017-04-13 16:17:01"
417123,Test,step_1,"2017-04-12 16:38:34"
417189,Control,confirm,"2017-04-05 14:05:59"
417204,Test,confirm,"2017-03-29 14:23:02"
417642,Control,step_3,"2017-04-12 12:01:40"
418569,Test,confirm,"2017-04-15 10:32:47"
419610,Control,start,"2017-04-06 18:21:43"
419848,Test,confirm,"2017-04-05 11:13:03"
419969,Control,confirm,"2017-04-06 17:31:20"
420495,Test,confirm,"2017-04-03 18:06:32"
420825,Control,start,"2017-04-06 13:02:09"
420983,Test,start,"2017-03-15 15:11:11"
421097,Test,confirm,"2017-03-29 11:58:20"
421124,Test,confirm,"2017-04-19 21:03:44"
421209,Test,confirm,"2017-04-02 08:04:00"
421223,Control,step_1,"2017-04-01 18:13:28"
421795,Control,confirm,"2017-04-12 22:57:48"
421833,Control,step_1,"2017-04-12 20:31:25"
422463,Control,step_3,"2017-04-09 17:04:46"
422464,Test,confirm,"2017-04-16 12:19:56"
422480,Control,step_1,"2017-04-19 11:34:04"
423183,Control,confirm,"2017-04-10 10:18:41"
423947,Test,start,"2017-04-13 18:02:06"
424267,Control,step_1,"2017-04-03 10:55:09"
424592,Test,step_2,"2017-04-05 20:30:14"
424760,Control,confirm,"2017-04-19 11:28:43"
425532,Control,step_3,"2017-04-16 12:59:36"
425546,Test,start,"2017-03-29 12:56:55"
426074,Test,confirm,"2017-04-05 11:54:37"
426092,Test,start,"2017-03-29 12:36:43"
426432,Control,confirm,"2017-04-11 20:13:40"
426901,Test,confirm,"2017-04-21 15:17:40"
427013,Test,confirm,"2017-04-04 17:07:33"
427194,Control,confirm,"2017-04-05 14:20:00"
427512,Control,step_1,"2017-04-13 22:15:50"
427824,Control,confirm,"2017-04-12 20:10:37"
427931,Control,confirm,"2017-04-05 16:12:30"
428064,Control,confirm,"2017-03-29 11:19:59"
428109,Test,confirm,"2017-03-29 15:33:52"
428170,Control,start,"2017-04-05 12:13:11"
428201,Test,confirm,"2017-03-31 12:59:13"
428635,Control,confirm,"2017-04-08 14:15:48"
428698,Control,confirm,"2017-03-29 12:09:40"
429189,Control,confirm,"2017-04-12 17:54:15"
429351,Control,start,"2017-04-14 10:04:04"
429598,Test,confirm,"2017-04-10 19:11:45"
429805,Test,start,"2017-03-29 14:18:53"
429908,Test,confirm,"2017-03-30 10:03:56"
429957,Control,start,"2017-04-26 15:49:37"
430070,Test,confirm,"2017-04-11 19:43:44"
430101,Test,confirm,"2017-04-13 01:21:56"
430812,Control,confirm,"2017-04-18 21:37:18"
430868,Control,step_3,"2017-04-16 20:51:00"
431429,Test,confirm,"2017-04-09 15:16:08"
431626,Test,confirm,"2017-04-26 09:10:10"
431627,Test,confirm,"2017-03-28 18:31:52"
431651,Control,step_1,"2017-04-07 12:29:07"
431793,Test,start,"2017-04-12 22:28:19"
432171,Control,confirm,"2017-04-12 12:50:17"
432265,Control,confirm,"2017-04-08 23:23:06"
432606,Control,confirm,"2017-04-16 10:04:45"
432607,Test,step_1,"2017-04-24 15:55:33"
432789,Test,confirm,"2017-04-10 20:56:56"
432793,Control,confirm,"2017-04-21 21:20:01"
433417,Test,confirm,"2017-04-12 13:38:42"
433424,Test,start,"2017-04-08 09:13:15"
433443,Test,step_1,"2017-04-10 12:11:29"
434526,Control,step_2,"2017-04-05 20:51:23"
434673,Test,start,"2017-04-04 17:57:43"
434746,Test,step_3,"2017-04-23 21:42:46"
434941,Control,confirm,"2017-03-31 09:49:50"
435340,Test,confirm,"2017-04-03 16:29:21"
435580,Control,confirm,"2017-03-31 10:19:13"
435757,Control,start,"2017-04-08 13:16:08"
435886,Test,start,"2017-03-30 11:09:03"
436146,Test,confirm,"2017-04-05 13:47:28"
436352,Test,start,"2017-04-05 12:11:22"
437728,Control,confirm,"2017-04-05 16:00:12"
437817,Control,start,"2017-04-06 13:32:44"
437914,Test,confirm,"2017-04-03 21:49:06"
438539,Test,confirm,"2017-03-29 12:48:39"
438560,Test,confirm,"2017-04-05 15:04:05"
438567,Test,step_1,"2017-04-05 16:06:35"
438770,Control,start,"2017-04-12 18:51:34"
438935,Test,confirm,"2017-04-10 22:38:03"
438959,Test,confirm,"2017-04-17 17:20:48"
439077,Test,confirm,"2017-04-05 14:53:14"
439963,Test,confirm,"2017-04-12 14:53:57"
440279,Control,step_2,"2017-04-12 17:20:05"
440328,Test,confirm,"2017-04-19 20:29:01"
440483,Test,confirm,"2017-04-05 11:15:25"
440704,Test,confirm,"2017-03-30 09:17:14"
440758,Control,step_2,"2017-04-09 06:50:51"
440861,Test,confirm,"2017-04-05 11:30:32"
442079,Test,step_1,"2017-04-06 17:45:28"
442137,Test,confirm,"2017-04-19 11:09:16"
442320,Control,confirm,"2017-04-25 09:57:43"
442772,Test,start,"2017-03-29 12:14:19"
443217,Control,step_2,"2017-04-04 05:25:14"
443262,Test,start,"2017-04-14 14:26:22"
444644,Test,start,"2017-04-27 11:20:30"
445481,Test,start,"2017-04-05 22:45:35"
445794,Test,start,"2017-03-31 12:55:35"
446185,Control,start,"2017-04-04 18:44:16"
446390,Test,start,"2017-04-02 22:28:55"
446547,Control,confirm,"2017-04-30 16:50:59"
446577,Test,confirm,"2017-04-15 19:12:07"
447087,Test,step_1,"2017-03-29 18:01:09"
447329,Control,step_2,"2017-04-05 08:22:28"
447439,Control,confirm,"2017-03-31 15:25:12"
447488,Control,start,"2017-04-08 16:11:59"
447494,Control,confirm,"2017-04-19 01:38:53"
447498,Control,confirm,"2017-03-29 18:16:32"
447683,Control,step_3,"2017-04-19 15:02:57"
447850,Test,confirm,"2017-04-02 10:20:02"
448522,Test,start,"2017-04-06 17:50:38"
448714,Control,step_3,"2017-04-08 08:49:24"
449286,Test,start,"2017-04-19 11:46:34"
449421,Test,confirm,"2017-03-29 11:09:36"
449709,Test,confirm,"2017-04-12 12:01:37"
450002,Test,start,"2017-04-13 13:28:59"
450232,Control,confirm,"2017-03-29 15:59:13"
450423,Test,step_1,"2017-04-04 12:19:07"
450614,Control,confirm,"2017-04-13 19:10:59"
450673,Test,confirm,"2017-04-19 12:06:06"
450752,Control,confirm,"2017-04-04 13:11:19"
451019,Control,start,"2017-04-06 08:58:26"
451443,Control,confirm,"2017-04-18 19:09:58"
451568,Control,start,"2017-04-19 11:30:57"
451603,Control,confirm,"2017-03-30 16:01:47"
451682,Test,confirm,"2017-04-06 00:54:19"
451805,Control,confirm,"2017-03-22 12:31:20"
451897,Control,start,"2017-04-10 16:24:01"
452274,Control,confirm,"2017-03-30 16:31:28"
452359,Test,start,"2017-04-15 20:55:43"
452582,Test,step_3,"2017-04-06 12:19:58"
452583,Control,confirm,"2017-04-01 18:15:25"
452762,Test,step_1,"2017-04-10 21:08:38"
452875,Control,step_1,"2017-04-17 10:59:19"
453226,Test,confirm,"2017-03-29 12:12:05"
453288,Test,start,"2017-03-29 13:44:07"
453657,Control,start,"2017-04-03 18:52:54"
453802,Test,start,"2017-04-13 17:57:12"
454749,Test,confirm,"2017-04-16 10:52:46"
454816,Test,confirm,"2017-03-29 19:52:50"
455226,Test,confirm,"2017-04-16 11:11:36"
455557,Test,start,"2017-04-26 18:47:46"
455589,Test,start,"2017-04-17 13:59:21"
455693,Control,start,"2017-04-05 20:57:57"
456002,Control,confirm,"2017-04-12 11:20:33"
456150,Test,confirm,"2017-04-22 21:22:43"
456369,Test,confirm,"2017-04-10 11:29:19"
456416,Test,confirm,"2017-04-04 12:25:57"
456925,Test,step_1,"2017-04-05 21:02:47"
457069,Control,confirm,"2017-04-05 12:43:03"
457784,Test,step_3,"2017-03-29 15:00:57"
458225,Test,confirm,"2017-04-14 17:50:21"
458326,Test,confirm,"2017-04-27 09:14:21"
458484,Control,confirm,"2017-04-01 12:27:28"
458670,Test,confirm,"2017-04-21 11:45:15"
458796,Control,confirm,"2017-04-05 14:16:11"
459076,Test,step_3,"2017-04-09 16:35:37"
459156,Control,confirm,"2017-03-30 07:02:07"
459234,Test,start,"2017-04-20 14:43:58"
459610,Control,start,"2017-04-16 12:18:38"
459733,Test,confirm,"2017-04-21 13:37:45"
460291,Control,confirm,"2017-04-03 15:28:24"
460755,Control,start,"2017-03-21 23:10:03"
460912,Control,confirm,"2017-03-30 22:45:38"
461547,Test,start,"2017-04-14 16:46:14"
461591,Control,start,"2017-04-05 20:52:57"
461632,Test,start,"2017-04-12 15:48:36"
461846,Control,start,"2017-04-06 07:31:49"
462526,Test,confirm,"2017-04-08 13:57:30"
462674,Control,confirm,"2017-03-30 08:43:06"
462910,Test,confirm,"2017-04-06 22:18:49"
463023,Test,confirm,"2017-03-30 17:43:15"
463029,Test,confirm,"2017-04-01 19:56:48"
463030,Control,confirm,"2017-04-20 20:09:19"
463396,Test,confirm,"2017-04-17 14:56:37"
463414,Test,confirm,"2017-04-14 14:02:21"
463459,Test,confirm,"2017-04-05 12:29:00"
463582,Control,step_2,"2017-04-13 08:31:11"
464397,Test,step_3,"2017-04-19 11:54:59"
464539,Test,start,"2017-04-19 12:23:37"
464597,Control,start,"2017-04-16 14:24:14"
464620,Control,confirm,"2017-04-15 17:20:40"
465007,Test,start,"2017-04-04 22:03:06"
465162,Control,confirm,"2017-04-15 15:35:56"
465367,Control,confirm,"2017-03-29 20:23:15"
465525,Test,step_1,"2017-04-10 17:20:35"
465564,Control,confirm,"2017-04-20 09:39:42"
465749,Control,confirm,"2017-03-31 09:34:08"
466140,Test,confirm,"2017-04-21 19:09:18"
466142,Control,confirm,"2017-04-02 08:29:22"
466588,Test,start,"2017-03-28 23:40:43"
467103,Test,confirm,"2017-03-29 21:43:41"
467367,Control,step_1,"2017-04-10 13:51:02"
467409,Test,confirm,"2017-03-20 08:14:18"
467861,Test,start,"2017-04-09 14:57:55"
468090,Test,confirm,"2017-04-06 19:25:16"
468336,Control,start,"2017-04-03 22:02:53"
468355,Test,confirm,"2017-04-10 17:29:59"
468552,Control,step_1,"2017-04-05 21:21:25"
468570,Test,start,"2017-04-05 11:17:02"
468776,Test,confirm,"2017-04-06 12:16:12"
469978,Control,start,"2017-04-03 15:09:39"
470187,Test,confirm,"2017-03-29 13:10:15"
471388,Control,step_2,"2017-04-04 12:41:40"
471462,Control,step_2,"2017-04-06 13:42:34"
471506,Control,start,"2017-04-04 12:40:21"
471520,Control,confirm,"2017-04-05 20:39:53"
472078,Control,step_2,"2017-04-01 11:47:49"
472271,Control,start,"2017-03-28 22:31:32"
472352,Test,confirm,"2017-04-15 09:06:21"
472433,Control,confirm,"2017-04-09 10:55:14"
472614,Control,step_1,"2017-04-07 01:19:15"
472754,Test,confirm,"2017-04-12 11:51:00"
473108,Control,step_2,"2017-04-06 15:03:23"
473328,Test,confirm,"2017-04-05 07:50:53"
473555,Test,start,"2017-04-20 22:56:21"
473638,Test,step_1,"2017-04-03 15:19:10"
473920,Test,confirm,"2017-03-29 12:08:05"
474067,Control,confirm,"2017-04-12 14:02:31"
475258,Control,confirm,"2017-03-30 19:09:51"
475350,Control,confirm,"2017-03-29 22:42:56"
475352,Control,start,"2017-04-04 20:19:41"
475362,Control,start,"2017-04-07 10:17:27"
475431,Test,confirm,"2017-04-22 18:17:37"
475897,Test,step_2,"2017-04-12 21:44:21"
475911,Test,confirm,"2017-04-19 18:01:57"
476642,Test,confirm,"2017-03-29 14:15:24"
477418,Test,start,"2017-04-05 22:44:48"
477588,Control,confirm,"2017-03-29 12:34:06"
477656,Test,confirm,"2017-04-23 12:33:29"
478194,Test,confirm,"2017-04-03 10:12:45"
478688,Test,confirm,"2017-04-12 16:23:28"
478733,Test,confirm,"2017-03-29 22:01:20"
478735,Test,confirm,"2017-03-29 11:43:50"
478808,Test,confirm,"2017-03-29 02:30:48"
478932,Test,step_1,"2017-03-31 16:11:09"
479136,Control,confirm,"2017-04-19 14:46:22"
479431,Control,step_2,"2017-04-12 11:17:07"
479709,Control,step_1,"2017-04-10 13:45:23"
480111,Control,step_1,"2017-04-21 09:53:41"
480458,Test,start,"2017-04-12 15:00:47"
480792,Control,start,"2017-04-09 21:11:50"
480811,Control,confirm,"2017-03-29 12:14:36"
480944,Control,confirm,"2017-04-12 11:16:05"
480995,Test,confirm,"2017-04-01 19:34:45"
481539,Test,confirm,"2017-04-06 12:24:27"
481553,Control,confirm,"2017-04-13 10:51:38"
481960,Test,start,"2017-03-30 15:52:55"
482558,Test,confirm,"2017-04-05 12:01:50"
482692,Control,step_3,"2017-04-01 11:17:59"
483033,Control,start,"2017-04-16 10:11:35"
483041,Control,step_3,"2017-04-09 12:09:02"
483156,Test,step_1,"2017-04-02 15:35:56"
483740,Test,confirm,"2017-04-05 12:39:56"
483783,Control,step_3,"2017-04-05 17:22:38"
484134,Test,step_1,"2017-04-10 17:47:13"
484325,Test,step_3,"2017-04-05 13:23:54"
484375,Control,step_2,"2017-04-12 11:23:53"
484481,Test,start,"2017-04-27 20:19:26"
485005,Test,confirm,"2017-04-05 14:35:19"
485243,Test,step_1,"2017-04-05 22:49:57"
485353,Test,confirm,"2017-04-09 18:08:01"
485476,Test,start,"2017-04-06 13:37:49"
485533,Control,confirm,"2017-03-29 12:20:36"
485563,Control,confirm,"2017-04-11 10:57:20"
486476,Test,confirm,"2017-04-08 14:32:33"
486496,Control,confirm,"2017-03-16 22:06:33"
486527,Test,step_2,"2017-04-06 11:38:53"
486643,Control,confirm,"2017-04-21 19:42:24"
486844,Test,step_3,"2017-03-22 23:07:21"
487056,Test,confirm,"2017-04-25 14:46:14"
487098,Test,start,"2017-04-02 14:08:23"
487248,Control,confirm,"2017-03-29 12:40:39"
487255,Control,confirm,"2017-04-16 11:34:04"
487462,Test,confirm,"2017-03-29 11:12:21"
487469,Test,confirm,"2017-04-01 15:22:34"
487803,Test,step_3,"2017-04-05 15:38:06"
487901,Control,confirm,"2017-04-05 12:20:22"
488565,Test,start,"2017-04-09 11:45:22"
488929,Control,start,"2017-04-13 09:06:36"
488930,Control,step_1,"2017-04-10 21:50:39"
489091,Control,confirm,"2017-03-30 12:24:55"
489500,Control,confirm,"2017-04-05 15:20:32"
490151,Test,start,"2017-04-05 20:34:54"
490194,Control,start,"2017-04-08 17:16:40"
490297,Control,confirm,"2017-04-22 08:32:23"
491303,Control,start,"2017-04-09 12:14:29"
491581,Test,start,"2017-04-19 19:51:15"
491596,Test,start,"2017-04-13 14:39:18"
491620,Control,confirm,"2017-04-23 22:55:48"
491746,Test,confirm,"2017-03-29 11:17:40"
491779,Control,start,"2017-04-14 13:12:22"
492655,Control,start,"2017-04-13 09:54:41"
492736,Test,step_3,"2017-04-11 17:42:45"
492751,Control,confirm,"2017-04-06 10:12:02"
493083,Control,confirm,"2017-04-13 15:58:04"
493186,Control,step_1,"2017-04-09 20:45:33"
493194,Control,confirm,"2017-04-06 11:07:32"
493608,Test,start,"2017-04-12 10:28:34"
494159,Control,confirm,"2017-04-05 21:18:43"
494367,Test,confirm,"2017-04-02 10:34:12"
494576,Test,start,"2017-04-20 16:09:04"
494597,Test,confirm,"2017-04-03 19:43:17"
495030,Control,start,"2017-04-07 11:14:23"
495241,Test,confirm,"2017-03-29 11:17:24"
495547,Test,confirm,"2017-04-03 22:37:29"
496873,Control,start,"2017-04-28 12:17:52"
497209,Test,confirm,"2017-03-29 11:20:05"
497732,Test,start,"2017-04-20 10:31:37"
498135,Test,start,"2017-04-19 14:09:55"
498584,Control,step_2,"2017-04-13 07:59:18"
499330,Control,confirm,"2017-04-12 15:08:34"
499699,Test,step_2,"2017-04-28 21:52:13"
499985,Test,start,"2017-03-29 17:31:38"
500483,Test,confirm,"2017-03-29 15:46:25"
500488,Test,confirm,"2017-04-05 19:08:59"
501190,Test,confirm,"2017-03-16 11:50:51"
501214,Test,confirm,"2017-03-31 11:11:11"
501426,Test,confirm,"2017-04-03 16:48:50"
501472,Test,confirm,"2017-04-12 11:18:55"
502017,Control,confirm,"2017-04-15 13:11:59"
502969,Test,confirm,"2017-03-29 12:53:57"
503051,Control,step_2,"2017-04-07 18:30:31"
503070,Control,step_3,"2017-04-09 18:32:07"
504667,Test,step_1,"2017-04-07 13:20:26"
504980,Test,confirm,"2017-04-12 11:27:34"
505697,Test,step_2,"2017-04-05 11:52:51"
505918,Test,confirm,"2017-04-28 11:54:24"
506086,Test,step_2,"2017-04-06 14:59:50"
506107,Control,confirm,"2017-04-15 09:00:30"
506320,Control,confirm,"2017-04-05 11:36:21"
506333,Control,start,"2017-04-20 08:15:03"
506479,Test,step_1,"2017-03-29 21:02:09"
506615,Test,confirm,"2017-03-29 13:27:35"
506681,Test,start,"2017-04-05 19:43:41"
506720,Control,start,"2017-04-06 21:23:56"
507290,Test,confirm,"2017-04-08 15:24:25"
507610,Control,step_3,"2017-03-22 17:58:01"
507618,Test,confirm,"2017-04-15 21:53:00"
507874,Control,confirm,"2017-04-05 11:26:16"
507892,Control,step_3,"2017-04-07 12:39:28"
507915,Test,confirm,"2017-03-29 11:30:08"
508087,Test,start,"2017-04-09 12:27:53"
508099,Test,step_2,"2017-04-05 15:34:53"
509310,Control,confirm,"2017-04-05 12:00:34"
509544,Control,confirm,"2017-03-30 18:26:58"
509746,Test,confirm,"2017-04-18 23:29:42"
510186,Test,confirm,"2017-04-14 04:34:54"
510497,Test,confirm,"2017-04-20 19:47:54"
510580,Test,confirm,"2017-03-29 12:38:10"
510867,Test,confirm,"2017-04-12 18:54:42"
510941,Control,confirm,"2017-04-18 07:41:40"
511272,Test,confirm,"2017-04-27 12:52:16"
511378,Control,start,"2017-04-06 06:08:38"
511522,Control,step_3,"2017-03-19 18:38:26"
511528,Test,start,"2017-04-09 17:22:58"
511535,Test,confirm,"2017-04-05 11:15:53"
511678,Test,step_1,"2017-04-27 07:49:34"
511906,Test,start,"2017-04-20 09:23:32"
511922,Test,step_1,"2017-03-28 20:14:29"
512432,Control,start,"2017-04-04 22:40:49"
512588,Test,confirm,"2017-03-29 14:20:45"
512590,Test,confirm,"2017-03-29 11:22:57"
512721,Control,confirm,"2017-03-22 12:12:08"
512833,Control,start,"2017-04-21 21:05:12"
512883,Control,confirm,"2017-04-13 17:06:28"
513275,Control,confirm,"2017-04-13 08:46:54"
513599,Test,confirm,"2017-04-13 13:46:53"
513785,Test,step_1,"2017-04-19 11:23:45"
513864,Control,confirm,"2017-03-29 13:16:27"
513961,Test,confirm,"2017-03-28 19:35:44"
514533,Test,start,"2017-04-10 16:03:04"
514667,Test,start,"2017-04-07 16:37:24"
515712,Control,start,"2017-04-07 13:21:41"
515976,Test,step_1,"2017-04-12 07:28:51"
516129,Test,confirm,"2017-04-12 11:32:28"
516235,Test,confirm,"2017-04-19 13:11:45"
516417,Test,confirm,"2017-04-23 23:06:07"
516594,Control,start,"2017-04-05 21:40:35"
516706,Test,start,"2017-04-13 07:41:46"
517186,Control,confirm,"2017-03-29 11:22:24"
517259,Control,start,"2017-04-13 20:46:15"
517547,Test,start,"2017-03-31 09:11:32"
517642,Test,step_3,"2017-04-13 11:40:22"
517835,Control,start,"2017-03-30 00:15:59"
518664,Control,start,"2017-04-02 13:08:57"
518727,Test,start,"2017-04-03 20:23:07"
